No,code,player_win,player_lose,position_win,wlA,wl1,wl2,wl3,llA,ll1,ll2,ll3,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,lw1,lw2,lw3,lw4,lw5,lw6,lw7,lw8
5017,LEMAKINA,ben0728,Maxxxx,1,孔子,萨拉丁,高迪,顾拜旦,埃及艳后,达芬奇,特蕾莎,爱因斯坦,大图书馆,远洋游轮,0,0,0,0,0,0,罗马大道,红十字会,曼哈顿计划,0,0,0,0,0
5018,LIMAKINA,Martin_Pecheur,Alpha775,0,凯撒,成吉思汗,罗伯斯比尔,弗莱明,布狄卡,圣女贞德,凯瑟琳大帝,居里夫人,大图书馆,姬路城,0,0,0,0,0,0,斗兽场,哈佛大学,曼哈顿计划,0,0,0,0,0
5019,CUMAKINA,FromTheZoo,ben0728,1,孙子,杰士卡,莎士比亚,丘吉尔,孔子,成吉思汗,拿破仑,席德梅尔,雅典卫城,苏伊士运河,互联网,0,0,0,0,0,大教堂,0,0,0,0,0,0,0
5020,NINAKINA,ben0728,FromTheZoo,0,神医,哥伦布,无,弗莱明,孙子,伊莎贝拉,莎士比亚,黛德丽,金字塔,泰姬陵,帝国大厦,0,0,0,0,0,大图书馆,互联网,0,0,0,0,0,0
5021,DARAKINA,ben0728,vanishadow,0,孙子,埃莉诺,巴赫,无,摩西,诺查丹玛斯,无,黛德丽,斗兽场,大学,卢浮宫,0,0,0,0,0,马丘比丘,0,0,0,0,0,0,0
5022,NIRAKINA,vanishadow,ben0728,1,亚里士多德,诺查丹玛斯,无,爱因斯坦,神医,无,高迪,丘吉尔,雅典卫城,哈佛大学,0,0,0,0,0,0,金字塔,大学,联合国,0,0,0,0,0
5023,TURAKINA,rmrfusr,ben0728,0,孔子,杰士卡,特蕾莎,无,凯撒,巴巴罗萨,罗伯斯比尔,丘吉尔,斗兽场,埃菲尔铁塔,0,0,0,0,0,0,金字塔,大教堂,0,0,0,0,0,0
5024,JULAKINA,qifeng,BitterBlossom,1,汉谟拉比,诺查丹玛斯,罗伯斯比尔,卓别林,布狄卡,米开朗基罗,巴赫,黛德丽,巨石阵,泰姬陵,远洋游轮,0,0,0,0,0,金字塔,姬路城,马丘比丘,互联网,快餐连锁店,0,0,0
5025,PABAKINA,BitterBlossom,ben0728,1,神医,达芬奇,高迪,卓别林,凯撒,巴巴罗萨,诺贝尔,无,姬路城,泰姬陵,互联网,0,0,0,0,0,巨石阵,大学,红十字会,0,0,0,0,0
5026,CUBAKINA,ben0728,zacccccccck,0,汉谟拉比,米开朗基罗,凯瑟琳大帝,爱因斯坦,孔子,伊莎贝拉,特蕾莎,黛德丽,金字塔,大教堂,长城,跨洲铁路,0,0,0,0,雅典卫城,0,0,0,0,0,0,0
5027,BIDAKINA,ttaimmortal,oooohhhh,1,埃及艳后,圣女贞德,拿破仑,卓别林,汉谟拉比,米开朗基罗,牛顿,顾拜旦,雅典卫城,紫禁城,苏伊士运河,0,0,0,0,0,巨石阵,马丘比丘,丝绸之路,0,0,0,0,0
5028,BAGAKINA,ttaimmortal,Xxyu,1,亚里士多德,萨拉丁,莎士比亚,爱因斯坦,凯撒,古藤堡,无,卓别林,金字塔,马丘比丘,哈佛大学,互联网,0,0,0,0,雅典卫城,姬路城,好莱坞,0,0,0,0,0
5029,PEGAKINA,thallium,smagicman,0,布狄卡,杰士卡,巴赫,黛德丽,凯撒,米开朗基罗,莎士比亚,顾拜旦,雅典卫城,大学,自由女神像,联合国,0,0,0,0,金字塔,姬路城,0,0,0,0,0,0
5030,BOGAKINA,thallium,smagicman,1,荷马,巴巴罗萨,罗伯斯比尔,曼德拉,亚里士多德,米开朗基罗,莎士比亚,卓别林,大图书馆,哈佛大学,0,0,0,0,0,0,巨石阵,紫禁城,大教堂,好莱坞,0,0,0,0
5031,FIGAKINA,canal,PeaceSeeker,1,神医,诺查丹玛斯,达尔文,卓别林,孔子,圣女贞德,莎士比亚,无,空中花园,好莱坞,联合国,0,0,0,0,0,巨石阵,大教堂,红十字会,0,0,0,0,0
5032,ROGAKINA,Xxyu,DGMvado,1,布狄卡,圣女贞德,达尔文,曼德拉,孔子,诺查丹玛斯,诺贝尔,爱因斯坦,紫禁城,远洋游轮,0,0,0,0,0,0,巨人像,苏伊士运河,0,0,0,0,0,0
5033,ZAVAKINA,zc74560,thallium,1,汉谟拉比,古藤堡,莎士比亚,曼德拉,神医,达芬奇,巴赫,弗莱明,大图书馆,马丘比丘,好莱坞,帝国大厦,0,0,0,0,雅典卫城,大教堂,曼哈顿计划,0,0,0,0,0
5034,DEVAKINA,PeaceSeeker,TIM2021,1,无,萨拉丁,巴赫,居里夫人,孔子,诺查丹玛斯,罗伯斯比尔,弗莱明,巨石阵,丝绸之路,远洋游轮,0,0,0,0,0,雅典卫城,自由女神像,苏伊士运河,好莱坞,0,0,0,0
5035,ZOVAKINA,pv4,DGMvado,1,阿育王,哥伦布,高迪,黛德丽,神医,诺查丹玛斯,罗伯斯比尔,乔布斯,雅典卫城,快餐连锁店,0,0,0,0,0,0,金字塔,马丘比丘,埃菲尔铁塔,帝国大厦,0,0,0,0
5036,COVAKINA,ben0728,Ten-Level-Soldier,1,荷马,杰士卡,巴赫,顾拜旦,孔子,古藤堡,达尔文,卓别林,金字塔,跨洲铁路,帝国大厦,0,0,0,0,0,大图书馆,大教堂,远洋游轮,联合国,好莱坞,0,0,0
5037,MUZAKINA,Che,ben0728,0,大帝,杰士卡,拿破仑,丘吉尔,孙子,巴巴罗萨,巴赫,无,空中花园,0,0,0,0,0,0,0,雅典卫城,大教堂,跨洲铁路,0,0,0,0,0
5038,GIPAKINA,PeaceSeeker,ben0728,0,孔子,古藤堡,达尔文,丘吉尔,神医,巴巴罗萨,高迪,黛德丽,大教堂,跨洲铁路,0,0,0,0,0,0,金字塔,大学,埃菲尔铁塔,红十字会,0,0,0,0
5039,DOPAKINA,Vortex1612,Diabloz,0,摩西,古藤堡,莎士比亚,黛德丽,阿育王,圣女贞德,诺贝尔,比尔盖茨,罗马大道,马丘比丘,好莱坞,0,0,0,0,0,巨人像,长城,哈佛大学,0,0,0,0,0
5040,DAKAKINA,Djinges,TSS,1,汉谟拉比,达芬奇,拿破仑,无,布狄卡,诺查丹玛斯,达尔文,顾拜旦,斗兽场,埃菲尔铁塔,0,0,0,0,0,0,金字塔,跨洲铁路,苏伊士运河,曼哈顿计划,0,0,0,0
5041,CEVAKINA,DANeo,zacccccccck,1,布狄卡,哥伦布,莎士比亚,黛德丽,凯撒,杰士卡,拿破仑,丘吉尔,大学,哈佛大学,快餐连锁店,0,0,0,0,0,斗兽场,姬路城,0,0,0,0,0,0
5042,FUKAKINA,Oprah,HeirOfValyria,1,凯撒,圣女贞德,莎士比亚,顾拜旦,汉谟拉比,诺查丹玛斯,巴赫,比尔盖茨,罗马大道,克里姆林宫,快餐连锁店,0,0,0,0,0,大图书馆,马丘比丘,苏伊士运河,帝国大厦,0,0,0,0
5043,LOFAKINA,Martin_Pecheur,Oprah,1,神医,萨拉丁,达尔文,黛德丽,亚里士多德,诺查丹玛斯,库克,卓别林,斗兽场,大教堂,0,0,0,0,0,0,金字塔,泰姬陵,远洋游轮,曼哈顿计划,0,0,0,0
5044,SOFAKINA,HeirOfValyria,vanishadow,1,布狄卡,伊莎贝拉,拿破仑,黛德丽,汉谟拉比,圣女贞德,高迪,丘吉尔,大图书馆,自由女神像,曼哈顿计划,0,0,0,0,0,罗马大道,远洋游轮,0,0,0,0,0,0
5045,TASAKINA,vanishadow,ben0728,1,凯撒,古藤堡,特蕾莎,丘吉尔,孔子,圣女贞德,巴赫,甘地,罗马大道,姬路城,联合国,帝国大厦,0,0,0,0,斗兽场,长城,自由女神像,0,0,0,0,0
5046,TISAKINA,ben0728,vanishadow,1,布狄卡,米开朗基罗,莎士比亚,丘吉尔,阿育王,诺查丹玛斯,诺贝尔,黛德丽,雅典卫城,紫禁城,0,0,0,0,0,0,泰姬陵,0,0,0,0,0,0,0
5047,SUCAKINA,wowowoniu,vanishadow,1,孙子,无,特蕾莎,弗莱明,凯撒,诺查丹玛斯,巴赫,黛德丽,雅典卫城,马丘比丘,0,0,0,0,0,0,大图书馆,哈佛大学,0,0,0,0,0,0
5048,DAHAKINA,ben0728,Tordread,1,孙子,哥伦布,达尔文,甘地,神医,杰士卡,巴赫,黛德丽,金字塔,哈佛大学,红十字会,0,0,0,0,0,紫禁城,大学,埃菲尔铁塔,0,0,0,0,0
5049,FEHAKINA,Ten-Level-Soldier,Xxyu,0,孔子,哥伦布,凯瑟琳大帝,黛德丽,神医,无,达尔文,爱因斯坦,金字塔,泰姬陵,远洋游轮,好莱坞,0,0,0,0,空中花园,埃菲尔铁塔,自由女神像,曼哈顿计划,0,0,0,0
5050,CIHAKINA,wowowoniu,ben0728,0,孔子,诺查丹玛斯,牛顿,居里夫人,埃及艳后,伊莎贝拉,凯瑟琳大帝,比尔盖茨,姬路城,0,0,0,0,0,0,0,大图书馆,大学,曼哈顿计划,0,0,0,0,0
5051,MUHAKINA,Xxyu,PeaceSeeker,0,亚里士多德,哥伦布,莎士比亚,黛德丽,布狄卡,诺查丹玛斯,无,弗莱明,姬路城,好莱坞,0,0,0,0,0,0,斗兽场,哈佛大学,0,0,0,0,0,0
5052,FAJEKINA,ben0728,TIM2021,1,荷马,巴巴罗萨,莎士比亚,甘地,汉谟拉比,诺查丹玛斯,凯瑟琳大帝,顾拜旦,巨石阵,0,0,0,0,0,0,0,大图书馆,泰姬陵,远洋游轮,0,0,0,0,0
5053,SAJEKINA,wowowoniu,thallium,1,凯撒,杰士卡,库克,无,埃及艳后,哥伦布,巴赫,黛德丽,紫禁城,哈佛大学,苏伊士运河,红十字会,首飞,0,0,0,马丘比丘,快餐连锁店,0,0,0,0,0,0
5054,LIMEKINA,ben0728,GoguGeologul,0,汉谟拉比,达芬奇,莎士比亚,乔布斯,亚里士多德,圣女贞德,巴赫,黛德丽,雅典卫城,大教堂,跨洲铁路,远洋游轮,0,0,0,0,罗马大道,大学,红十字会,0,0,0,0,0
5055,VUMEKINA,TSS,Four-Zero,1,神医,伊莎贝拉,巴赫,黛德丽,孔子,杰士卡,库克,卓别林,姬路城,大教堂,曼哈顿计划,0,0,0,0,0,罗马大道,马丘比丘,苏伊士运河,快餐连锁店,0,0,0,0
5056,ZANEKINA,ChinaWanping,BitterBlossom,1,汉谟拉比,达芬奇,巴赫,无,神医,米开朗基罗,莎士比亚,甘地,姬路城,紫禁城,哈佛大学,曼哈顿计划,0,0,0,0,大教堂,泰姬陵,跨洲铁路,0,0,0,0,0
5057,LANEKINA,hisoka,Vortex1612,1,大帝,诺查丹玛斯,巴赫,卓别林,荷马,米开朗基罗,莎士比亚,无,金字塔,0,0,0,0,0,0,0,雅典卫城,克里姆林宫,曼哈顿计划,0,0,0,0,0
5058,PONEKINA,hisoka,Four-Zero,1,神医,诺查丹玛斯,诺贝尔,居里夫人,孔子,古藤堡,莎士比亚,无,埃菲尔铁塔,苏伊士运河,曼哈顿计划,红十字会,0,0,0,0,大图书馆,紫禁城,克里姆林宫,0,0,0,0,0
5059,GONEKINA,Vortex1612,zc74560,0,神医,巴巴罗萨,巴赫,丘吉尔,孔子,萨拉丁,诺贝尔,无,斗兽场,远洋游轮,0,0,0,0,0,0,大图书馆,埃菲尔铁塔,0,0,0,0,0,0
5060,NAREKINA,Xxyu,smagicman,1,布狄卡,诺查丹玛斯,高迪,黛德丽,神医,埃莉诺,巴赫,顾拜旦,丝绸之路,远洋游轮,联合国,0,0,0,0,0,斗兽场,克里姆林宫,0,0,0,0,0,0
5061,GUJEKINA,wowowoniu,zacccccccck,1,神医,萨拉丁,库克,爱因斯坦,亚里士多德,杰士卡,拿破仑,丘吉尔,紫禁城,埃菲尔铁塔,0,0,0,0,0,0,金字塔,大教堂,0,0,0,0,0,0
5062,MELEKINA,FJT,Vortex1612,1,布狄卡,古藤堡,达尔文,顾拜旦,汉谟拉比,杰士卡,巴赫,无,雅典卫城,曼哈顿计划,0,0,0,0,0,0,金字塔,姬路城,埃菲尔铁塔,快餐连锁店,0,0,0,0
5063,GOLEKINA,hisoka,Vortex1612,0,孔子,杰士卡,莎士比亚,黛德丽,神医,伊莎贝拉,牛顿,甘地,巨石阵,0,0,0,0,0,0,0,罗马大道,马丘比丘,克里姆林宫,联合国,0,0,0,0
5064,SEBEKINA,hisoka,thallium,0,亚里士多德,杰士卡,库克,丘吉尔,荷马,米开朗基罗,罗伯斯比尔,甘地,金字塔,丝绸之路,苏伊士运河,首飞,0,0,0,0,空中花园,马丘比丘,克里姆林宫,0,0,0,0,0
5065,ZIBEKINA,fayre,Four-Zero,0,荷马,哥伦布,莎士比亚,爱因斯坦,摩西,萨拉丁,巴赫,黛德丽,罗马大道,马丘比丘,好莱坞,红十字会,0,0,0,0,雅典卫城,丝绸之路,跨洲铁路,互联网,0,0,0,0
5066,CEGEKINA,Alnair,thallium,1,汉谟拉比,古藤堡,达尔文,弗莱明,亚里士多德,圣女贞德,罗伯斯比尔,曼德拉,巨人像,紫禁城,曼哈顿计划,0,0,0,0,0,空中花园,大教堂,克里姆林宫,0,0,0,0,0
5067,GOGEKINA,vanishadow,u2xG,0,汉谟拉比,达芬奇,诺贝尔,黛德丽,神医,伊莎贝拉,达尔文,甘地,罗马大道,泰姬陵,远洋游轮,0,0,0,0,0,雅典卫城,埃菲尔铁塔,0,0,0,0,0,0
5068,SAVEKINA,HeirOfValyria,DGMvado,1,凯撒,杰士卡,莎士比亚,无,孔子,成吉思汗,库克,弗莱明,大图书馆,自由女神像,0,0,0,0,0,0,巨石阵,互联网,0,0,0,0,0,0
5069,JEVEKINA,Vortex1612,vanishadow,1,孙子,达芬奇,巴赫,黛德丽,布狄卡,伊莎贝拉,无,曼德拉,斗兽场,远洋游轮,红十字会,0,0,0,0,0,雅典卫城,丝绸之路,联合国,0,0,0,0,0
5070,CIZEKINA,vanishadow,ben0728,1,无,达芬奇,达尔文,居里夫人,神医,杰士卡,无,卓别林,大图书馆,马丘比丘,好莱坞,0,0,0,0,0,雅典卫城,姬路城,0,0,0,0,0,0
5071,VAPEKINA,hisoka,wowowoniu,1,凯撒,古藤堡,巴赫,卓别林,汉谟拉比,杰士卡,凯瑟琳大帝,黛德丽,斗兽场,远洋游轮,首飞,0,0,0,0,0,姬路城,泰姬陵,0,0,0,0,0,0
5072,FEPEKINA,Tordread,Ten-Level-Soldier,1,汉谟拉比,达芬奇,凯瑟琳大帝,比尔盖茨,大帝,萨拉丁,巴赫,无,金字塔,大教堂,互联网,0,0,0,0,0,罗马大道,马丘比丘,快餐连锁店,联合国,0,0,0,0
5073,ZOPEKINA,llwlove,yagamihikari,0,神医,达芬奇,达尔文,弗莱明,阿育王,埃莉诺,巴赫,无,罗马大道,苏伊士运河,自由女神像,好莱坞,0,0,0,0,大教堂,远洋游轮,互联网,0,0,0,0,0
5074,ZUPEKINA,nihao,ben0728,1,亚里士多德,圣女贞德,莎士比亚,无,凯撒,米开朗基罗,巴赫,弗莱明,马丘比丘,0,0,0,0,0,0,0,大学,大教堂,卢浮宫,0,0,0,0,0
5075,HOPEKINA,NodRepus,hisoka,1,埃及艳后,伊莎贝拉,库克,顾拜旦,孙子,杰士卡,拿破仑,卓别林,丝绸之路,马丘比丘,互联网,0,0,0,0,0,雅典卫城,苏伊士运河,帝国大厦,0,0,0,0,0
5076,DETEKINA,Four-Zero,nihao,1,汉谟拉比,诺查丹玛斯,库克,居里夫人,神医,埃莉诺,特蕾莎,乔布斯,罗马大道,紫禁城,苏伊士运河,首飞,联合国,0,0,0,大图书馆,大教堂,红十字会,0,0,0,0,0
5077,LETEKINA,Xxyu,zc74560,0,阿育王,诺查丹玛斯,达尔文,丘吉尔,孙子,圣女贞德,莎士比亚,黛德丽,大教堂,远洋游轮,0,0,0,0,0,0,泰姬陵,互联网,0,0,0,0,0,0
5078,KITEKINA,hisoka,SuperDon,1,孔子,无,莎士比亚,卓别林,大帝,杰士卡,巴赫,丘吉尔,金字塔,马丘比丘,首飞,0,0,0,0,0,大图书馆,0,0,0,0,0,0,0
5079,TOTEKINA,wowowoniu,Four-Zero,1,汉谟拉比,杰士卡,诺贝尔,甘地,布狄卡,伊莎贝拉,达尔文,丘吉尔,雅典卫城,马丘比丘,快餐连锁店,0,0,0,0,0,巨石阵,大教堂,哈佛大学,0,0,0,0,0
5080,TUTEKINA,SuperDon,fayre,1,神医,米开朗基罗,拿破仑,曼德拉,大帝,成吉思汗,诺贝尔,比尔盖茨,雅典卫城,紫禁城,0,0,0,0,0,0,大图书馆,长城,跨洲铁路,自由女神像,0,0,0,0
5081,KAKEKINA,pigfans,Four-Zero,0,神医,萨拉丁,诺贝尔,丘吉尔,布狄卡,米开朗基罗,巴赫,黛德丽,罗马大道,姬路城,0,0,0,0,0,0,马丘比丘,克里姆林宫,曼哈顿计划,0,0,0,0,0
5082,GIKEKINA,wowowoniu,fayre,1,亚里士多德,杰士卡,达尔文,无,汉谟拉比,古藤堡,巴赫,黛德丽,大学,苏伊士运河,快餐连锁店,0,0,0,0,0,斗兽场,0,0,0,0,0,0,0
5083,VEKEKINA,ben0728,smagicman,0,荷马,萨拉丁,特蕾莎,无,孙子,圣女贞德,高迪,爱因斯坦,大学,紫禁城,跨洲铁路,红十字会,0,0,0,0,斗兽场,哈佛大学,帝国大厦,0,0,0,0,0
5084,GOKEKINA,SuperDon,Four-Zero,0,孙子,哥伦布,巴赫,卓别林,孔子,成吉思汗,达尔文,顾拜旦,大学,埃菲尔铁塔,互联网,0,0,0,0,0,雅典卫城,0,0,0,0,0,0,0
5085,BIFEKINA,TSS,Four-Zero,1,孙子,杰士卡,莎士比亚,席德梅尔,摩西,圣女贞德,达尔文,丘吉尔,金字塔,泰姬陵,红十字会,0,0,0,0,0,雅典卫城,远洋游轮,好莱坞,0,0,0,0,0
5086,RICEKINA,hisoka,zabergau,1,埃及艳后,古藤堡,莎士比亚,黛德丽,亚里士多德,哥伦布,巴赫,曼德拉,雅典卫城,马丘比丘,丝绸之路,苏伊士运河,好莱坞,0,0,0,罗马大道,姬路城,红十字会,0,0,0,0,0
5087,VOCEKINA,DANeo,KcydloZ_aulliK,1,无,米开朗基罗,莎士比亚,卓别林,埃及艳后,诺查丹玛斯,罗伯斯比尔,黛德丽,斗兽场,姬路城,卢浮宫,好莱坞,0,0,0,0,大图书馆,大学,0,0,0,0,0,0
5088,TUCEKINA,Xxyu,thallium,0,孙子,诺查丹玛斯,诺贝尔,卓别林,荷马,圣女贞德,罗伯斯比尔,黛德丽,大图书馆,曼哈顿计划,0,0,0,0,0,0,空中花园,大教堂,0,0,0,0,0,0
5089,ZUCEKINA,Ten-Level-Soldier,Maxxxx,0,凯撒,诺查丹玛斯,巴赫,丘吉尔,神医,古藤堡,库克,比尔盖茨,罗马大道,0,0,0,0,0,0,0,金字塔,马丘比丘,苏伊士运河,0,0,0,0,0
5090,MIHEKINA,NodRepus,KcydloZ_aulliK,1,布狄卡,杰士卡,达尔文,甘地,孔子,萨拉丁,巴赫,无,金字塔,紫禁城,好莱坞,0,0,0,0,0,姬路城,大教堂,红十字会,0,0,0,0,0
5091,ROHEKINA,DANeo,DGMvado,0,孔子,杰士卡,罗伯斯比尔,黛德丽,神医,埃莉诺,库克,爱因斯坦,罗马大道,姬路城,好莱坞,0,0,0,0,0,巨石阵,大学,远洋游轮,快餐连锁店,0,0,0,0
5092,GAJIKINA,Maxxxx,nihao,1,神医,巴巴罗萨,巴赫,丘吉尔,孔子,埃莉诺,拿破仑,顾拜旦,长城,0,0,0,0,0,0,0,紫禁城,0,0,0,0,0,0,0
5093,CIMIKINA,OhMyDANeoQAQ,TSS,0,孔子,古藤堡,达尔文,比尔盖茨,大帝,巴巴罗萨,拿破仑,丘吉尔,斗兽场,马丘比丘,联合国,红十字会,0,0,0,0,金字塔,紫禁城,埃菲尔铁塔,0,0,0,0,0
5094,LINIKINA,vanishadow,OhMyDANeoQAQ,1,神医,古藤堡,牛顿,丘吉尔,大帝,诺查丹玛斯,达尔文,弗莱明,罗马大道,互联网,0,0,0,0,0,0,大图书馆,姬路城,苏伊士运河,0,0,0,0,0
5095,DUNIKINA,Maxxxx,Che,0,汉谟拉比,萨拉丁,牛顿,爱因斯坦,孔子,哥伦布,罗伯斯比尔,比尔盖茨,金字塔,哈佛大学,0,0,0,0,0,0,斗兽场,姬路城,自由女神像,快餐连锁店,0,0,0,0
5096,FARIKINA,FromTheZoo,OhMyDANeoQAQ,0,孔子,哥伦布,拿破仑,丘吉尔,孙子,米开朗基罗,凯瑟琳大帝,黛德丽,金字塔,大教堂,马丘比丘,红十字会,0,0,0,0,巨石阵,长城,远洋游轮,0,0,0,0,0
5097,GORIKINA,OhMyDANeoQAQ,Doughnut,1,孙子,杰士卡,巴赫,黛德丽,布狄卡,伊莎贝拉,诺贝尔,丘吉尔,罗马大道,大教堂,0,0,0,0,0,0,斗兽场,自由女神像,0,0,0,0,0,0
5098,TURIKINA,ChinaWanping,vanishadow,0,神医,诺查丹玛斯,拿破仑,丘吉尔,孙子,古藤堡,莎士比亚,居里夫人,雅典卫城,苏伊士运河,联合国,0,0,0,0,0,罗马大道,好莱坞,0,0,0,0,0,0
5099,FALIKINA,OhMyDANeoQAQ,Oprah,0,孔子,诺查丹玛斯,罗伯斯比尔,黛德丽,大帝,哥伦布,巴赫,丘吉尔,大图书馆,姬路城,联合国,0,0,0,0,0,斗兽场,大教堂,苏伊士运河,0,0,0,0,0
5100,DIRIKINA,Maxxxx,HeirOfValyria,0,神医,萨拉丁,莎士比亚,甘地,布狄卡,达芬奇,高迪,比尔盖茨,罗马大道,大教堂,曼哈顿计划,0,0,0,0,0,姬路城,远洋游轮,0,0,0,0,0,0
5101,ZELIKINA,KcydloZ_aulliK,vanishadow,1,大帝,哥伦布,高迪,顾拜旦,亚里士多德,达芬奇,诺贝尔,爱因斯坦,雅典卫城,互联网,0,0,0,0,0,0,巨石阵,自由女神像,首飞,0,0,0,0,0
5102,GEDIKINA,TSS,zhuzhuer,0,孔子,圣女贞德,拿破仑,顾拜旦,大帝,杰士卡,巴赫,无,罗马大道,泰姬陵,帝国大厦,0,0,0,0,0,大图书馆,大教堂,0,0,0,0,0,0
5103,VODIKINA,zhuzhuer,wowowoniu,1,神医,埃莉诺,凯瑟琳大帝,卓别林,汉谟拉比,萨拉丁,巴赫,丘吉尔,金字塔,长城,哈佛大学,好莱坞,0,0,0,0,大图书馆,丝绸之路,苏伊士运河,0,0,0,0,0
5104,GEGIKINA,Djinges,efans,0,孙子,杰士卡,特蕾莎,比尔盖茨,亚里士多德,诺查丹玛斯,巴赫,甘地,大图书馆,互联网,0,0,0,0,0,0,雅典卫城,马丘比丘,0,0,0,0,0,0
5105,RUGIKINA,KcydloZ_aulliK,DANeo,1,凯撒,圣女贞德,巴赫,比尔盖茨,埃及艳后,伊莎贝拉,诺贝尔,黛德丽,空中花园,自由女神像,曼哈顿计划,0,0,0,0,0,巨人像,长城,0,0,0,0,0,0
5106,SUGIKINA,efans,hisoka,1,大帝,古藤堡,达尔文,卓别林,汉谟拉比,诺查丹玛斯,莎士比亚,无,罗马大道,大教堂,好莱坞,0,0,0,0,0,大学,马丘比丘,曼哈顿计划,帝国大厦,0,0,0,0
5107,MEVIKINA,KcydloZ_aulliK,DANeo,0,大帝,圣女贞德,莎士比亚,黛德丽,孙子,杰士卡,牛顿,无,金字塔,长城,0,0,0,0,0,0,罗马大道,大学,曼哈顿计划,0,0,0,0,0
5108,KEVIKINA,Maxxxx,Sahib,1,阿育王,米开朗基罗,牛顿,曼德拉,埃及艳后,萨拉丁,巴赫,黛德丽,大图书馆,大教堂,长城,埃菲尔铁塔,快餐连锁店,0,0,0,金字塔,大学,克里姆林宫,首飞,0,0,0,0
5109,RITIKINA,BlixLT,Maxxxx,0,埃及艳后,哥伦布,罗伯斯比尔,乔布斯,神医,米开朗基罗,诺贝尔,甘地,斗兽场,马丘比丘,跨洲铁路,0,0,0,0,0,大教堂,长城,克里姆林宫,自由女神像,0,0,0,0
5110,TOTIKINA,TSS,thallium,0,埃及艳后,萨拉丁,凯瑟琳大帝,顾拜旦,大帝,达芬奇,库克,卓别林,大图书馆,姬路城,曼哈顿计划,联合国,0,0,0,0,雅典卫城,跨洲铁路,苏伊士运河,0,0,0,0,0
5111,FUTIKINA,FJT,Maxxxx,1,孔子,达芬奇,高迪,丘吉尔,神医,埃莉诺,拿破仑,弗莱明,紫禁城,远洋游轮,0,0,0,0,0,0,金字塔,苏伊士运河,好莱坞,0,0,0,0,0
5112,SUTIKINA,OhMyDANeoQAQ,Diabloz,1,孔子,诺查丹玛斯,诺贝尔,甘地,亚里士多德,无,高迪,卓别林,大图书馆,自由女神像,0,0,0,0,0,0,斗兽场,曼哈顿计划,0,0,0,0,0,0
5113,NAKIKINA,fayre,BlixLT,0,埃及艳后,伊莎贝拉,巴赫,无,神医,哥伦布,特蕾莎,居里夫人,大图书馆,好莱坞,0,0,0,0,0,0,金字塔,丝绸之路,红十字会,快餐连锁店,0,0,0,0
5114,KAKIKINA,DANeo,TSS,1,大帝,哥伦布,牛顿,甘地,孙子,杰士卡,凯瑟琳大帝,比尔盖茨,雅典卫城,姬路城,互联网,0,0,0,0,0,金字塔,马丘比丘,克里姆林宫,0,0,0,0,0
5115,BIKIKINA,Diabloz,DGMvado,1,汉谟拉比,杰士卡,拿破仑,席德梅尔,荷马,无,达尔文,顾拜旦,斗兽场,大学,0,0,0,0,0,0,巨人像,快餐连锁店,0,0,0,0,0,0
5116,VIKIKINA,OhMyDANeoQAQ,fayre,0,汉谟拉比,圣女贞德,莎士比亚,弗莱明,凯撒,杰士卡,拿破仑,乔布斯,大图书馆,姬路城,0,0,0,0,0,0,紫禁城,快餐连锁店,联合国,0,0,0,0,0
5117,KIKIKINA,Che,Vortex1612,0,汉谟拉比,杰士卡,拿破仑,丘吉尔,荷马,哥伦布,特蕾莎,弗莱明,罗马大道,姬路城,红十字会,0,0,0,0,0,金字塔,互联网,0,0,0,0,0,0
5118,TOVIKINA,Djinges,ttaimmortal,0,汉谟拉比,杰士卡,莎士比亚,丘吉尔,孔子,圣女贞德,诺贝尔,曼德拉,巨人像,马丘比丘,红十字会,0,0,0,0,0,大图书馆,丝绸之路,0,0,0,0,0,0
5119,ZEFIKINA,Djinges,vanishadow,0,布狄卡,圣女贞德,库克,黛德丽,汉谟拉比,萨拉丁,莎士比亚,顾拜旦,雅典卫城,金字塔,0,0,0,0,0,0,姬路城,马丘比丘,哈佛大学,好莱坞,0,0,0,0
5120,SAFIKINA,OhMyDANeoQAQ,Vortex1612,1,汉谟拉比,杰士卡,巴赫,卓别林,无,伊莎贝拉,莎士比亚,丘吉尔,罗马大道,紫禁城,哈佛大学,联合国,0,0,0,0,空中花园,埃菲尔铁塔,曼哈顿计划,0,0,0,0,0
5121,FUFIKINA,OhMyDANeoQAQ,Maxxxx,1,孔子,萨拉丁,巴赫,顾拜旦,神医,伊莎贝拉,达尔文,比尔盖茨,大图书馆,好莱坞,0,0,0,0,0,0,金字塔,紫禁城,帝国大厦,快餐连锁店,0,0,0,0
5122,VESIKINA,Che,Diabloz,0,布狄卡,萨拉丁,诺贝尔,无,埃及艳后,哥伦布,拿破仑,卓别林,斗兽场,大教堂,姬路城,跨洲铁路,互联网,0,0,0,金字塔,马丘比丘,埃菲尔铁塔,0,0,0,0,0
5123,JOSIKINA,Tordread,DANeo,0,汉谟拉比,圣女贞德,巴赫,顾拜旦,埃及艳后,杰士卡,达尔文,曼德拉,斗兽场,姬路城,苏伊士运河,快餐连锁店,0,0,0,0,大图书馆,长城,0,0,0,0,0,0
